WKT,cui,cueanexo,cue,anexo,sector,dom_edific,dom_establ,nombre_est,nombre_abr,telefono,email,codpost,web_megcba,nivmod,nivelmodal,tipest_abr,tipest,depfun,depfun_otr,de,comuna,barrio,area_progr,estado,point_x,point_y,Nivel
"MULTIPOINT ((-58.4397793017211 -34.5782315191497))","201384","20092600","200926","0",2,Avda. Dorrego 2124,Avda. Dorrego 2124,Inst. Leon XIII,I Leon XIII,4771-9873/74,secundario@institutoleonxiii.edu.ar,C1414,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,14,PALERMO,04 - HOSP FERNANDEZ,"1",102103.156229,105711.302416,Inicial Común - Primario Común - Secundario Común
"MULTIPOINT ((-58.4361347163012 -34.5782181844236))","201434","20095100","200951","0",2,Soler 5942,Soler 5942,Inst. Fasta Caterina,I Fasta Caterina,4771-6523,secretarians@catherina.redfasta.edu.ar,C1425,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,14,PALERMO,04 - HOSP FERNANDEZ,"1",102437.57632,105712.699747,Inicial Común - Primario Común - Secundario Común
"MULTIPOINT ((-58.4273208091255 -34.5869902084981))","201371","20010000","200100","0",2,Jorge Luis Borges 1883,Jorge Luis Borges 1883,Centro Educativo San Francisco Javier,CE San Francisco Javier,4831-0233/4041,cesfj_medio@yahoo.com.ar  /  cesfj@arnetbiz.com.ar,C1414,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,14,PALERMO,04 - HOSP FERNANDEZ,"1",103245.981492,104739.323071,Inicial Común - Primario Común - Secundario Común
"MULTIPOINT ((-58.4336574327207 -34.5949612210559))","200457","20194500","201945","0",1,Malabia 964,Malabia 964,Esc. de Música N° 08,EMus 08,4772-1694,escuelademusica8de9@gmail.com,C1414,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,OSECom,Otros Servicios Educativos de la modalidad Común,EMP,Escuela de Música -Primarias-,Dirección de Educación Primaria,"1",9,15,VILLA CRESPO,03 - HOSP DURAND,"1",102664.352391,103855.239426,Otros Servicios Educativos de la modalidad Común
"MULTIPOINT ((-58.4447765192491 -34.5922767323918))","200458","20095401","200954","1",1,Humboldt 742,Humboldt 742,Jardín de Infantes Nucleado D (EPCjs 19/09°),JIN D-01 (19),4777-6107,jind9@hotmail.com,C1414,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,"1",9,15,VILLA CRESPO,03 - HOSP DURAND,"1",101644.345106,104153.28232,Inicial Común
"MULTIPOINT ((-58.4447765192491 -34.5922767323918))","200458","20100900","201009","0",1,Humboldt 742,Humboldt 742,Esc. Primaria Común N° 19 Provincia del Chubut,EPjs 19,4854-8363,dep_epc19_de9@bue.edu.ar,C1414,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,"1",9,15,VILLA CRESPO,03 - HOSP DURAND,"1",101644.345106,104153.28232,Primario Común
"MULTIPOINT ((-58.4239723235715 -34.5815186333054))","200459","20033600","200336","0",1,Güemes 4610,Darregueyra 2369,Jardín de Infantes Nucleado C (EPCjc 20/09°) [Sede],JIN C-00 (20),4775-1328,dei_jinc20_de9@bue.edu.ar,C1425,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,"1",9,14,PALERMO,04 - HOSP FERNANDEZ,"1",103553.43234,105346.202196,Inicial Común
"MULTIPOINT ((-58.4529066563656 -34.5758962839687))","201400","20099900","200999","0",2,Céspedes 3172,Céspedes 3172,Inst. Compañía de María,I Compañía de María,4552-3317/6628,commaria@ciudad.com.ar,C1426,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,13,COLEGIALES,07 - HOSP PIROVANO,"1",100898.642177,105970.557722,Inicial Común - Primario Común - Secundario Común
"MULTIPOINT ((-58.4129630236667 -34.5830824933918))","201394","20131900","201319","0",2,Avda. Raúl Scalabrini Ortiz 2840,Avda. Raúl Scalabrini Ortiz 2840,Inst. Lange Ley,I Lange Ley,4804-9942/7412,info@langeley.esc.edu.ar,C1425,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,14,PALERMO,04 - HOSP FERNANDEZ,"1",104563.498002,105172.27203,Inicial Común - Primario Común - Secundario Común
"MULTIPOINT ((-58.4308073241147 -34.5710893678084))","201369","20043700","200437","0",2,Arce 322,Arce 322,Inst. Hogar San Benito,I Hogar San Benito,4772-6571,institutosanbenito@yahoo.com.ar,C1426,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - PriAdu,Nivel Inicial y Primario Común - Nivel Primario de Jóvenes y Adultos,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,14,PALERMO,04 - HOSP FERNANDEZ,"1",102926.656819,106503.395753,Inicial Común - Primario Común - Primario de Jóvenes y Adultos
"MULTIPOINT ((-58.4478750408753 -34.5754904284732))","201388","20012600","200126","0",2,Avda. Federico Lacroze 2950,Avda. Federico Lacroze 2950,Inst. Patronato Español Virgen de Pilar,I Patronato Español Virgen de Pilar,4554-2265,a251media@gmail.com,C1426,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,13,COLEGIALES,07 - HOSP PIROVANO,"1",101360.352431,106015.525146,Inicial Común - Primario Común - Secundario Común
"MULTIPOINT ((-58.4239723235715 -34.5815186333054))","200459","20133000","201330","0",1,Güemes 4610,Güemes 4610,Esc. Primaria Común N° 20 Carlos María Biedma,EPjc 20,4773-4747,dep_epc20_de9@bue.edu.ar,C1425,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,"1",9,14,PALERMO,04 - HOSP FERNANDEZ,"1",103553.43234,105346.202196,Primario Común
"MULTIPOINT ((-58.434498713833 -34.5810687908715))","201398","20104000","201040","0",2,Bonpland 1999,Nicaragua 5668,Inst. Obra de la Conservación de la Fe Colegio F. Faa Di Bruno,I O C Fe Col Faa Di Bruno,4771-1975,info@faadibruno.edu.ar,C1414,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,14,PALERMO,04 - HOSP FERNANDEZ,"1",102587.604244,105396.425843,Inicial Común - Primario Común - Secundario Común
"MULTIPOINT ((-58.4240610039239 -34.5805915469982))","201409","20133100","201331","0",2,Darregueyra 2445,Darregueyra 2445,Inst. San Ambrosio,I San Ambrosio,4899-0577,sanambrosio399@yahoo.com.ar,C1425,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SecCom - SNUCom,Nivel Secundario y Superior No Universitario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,14,PALERMO,04 - HOSP FERNANDEZ,"1",103545.334897,105449.052039,Secundario Común - Superior No Universitario Común
"MULTIPOINT ((-58.4229384024446 -34.5805679426677))","201395","20033500","200335","0",2,Avda. Santa Fe 4320,Avda. Santa Fe 4320,Inst. Ambrosio Tognoni,I Ambrosio Tognoni,4773-3216,colegio@tognoni.edu.ar,C1425,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - PriEsp - OSECom,Nivel Inicial y Primario Común - Nivel Primario Especial - Otros Servicios Educativos de la modalidad Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,14,PALERMO,04 - HOSP FERNANDEZ,"1",103648.340638,105451.630597,Inicial Común - Primario Común - Primario Especial - Otros Servicios Educativos de la modalidad Común
"MULTIPOINT ((-58.4442658990973 -34.5669865469573))","201372","20097600","200976","0",2,11 de Septiembre de 1888 1240,11 de Septiembre de 1888 1240,Inst. Esquiú,I Esquiú,4784-3222,info@colegioesquiu.edu.ar,C1426,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,14,PALERMO,07 - HOSP PIROVANO,"1",101691.702986,106958.850826,Inicial Común - Primario Común - Secundario Común
"MULTIPOINT ((-58.4307337695825 -34.5918561777933))","201379","20074000","200740","0",2,Armenia 1353,Armenia 1353,Inst. San Gregorio El Iluminador,I San Gregorio El Iluminador,4772-8174/2339/3558,sangregorioprim@hotmail.com  //  sangregoriosec@hotmail.com,C1414,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,14,PALERMO,04 - HOSP FERNANDEZ,"1",102932.677095,104199.618374,Inicial Común - Primario Común - Secundario Común
"MULTIPOINT ((-58.4507032184822 -34.5689907565195))","201403","20186900","201869","0",2,Ciudad de la Paz 1282,Ciudad de la Paz 1282,Inst. Hans Christian Andersen,I Hans Christian Andersen,4783-0372/5966/8067,belgrano@colegioandersen.org,C1426,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,13,COLEGIALES,07 - HOSP PIROVANO,"1",101100.921797,106736.602467,Inicial Común - Primario Común - Secundario Común
"MULTIPOINT ((-58.4412998901298 -34.5660374260951))","201385","20138100","201381","0",2,Avda. Federico Lacroze 1973,Avda. Federico Lacroze 1973,Inst. Washington School,I Washington School,4772-8131,fundmm@washingtonschool.edu.ar,C1426,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,14,PALERMO,07 - HOSP PIROVANO,"1",101963.916854,107064.088022,Inicial Común - Primario Común - Secundario Común
"MULTIPOINT ((-58.442853875739 -34.5690670273765))","201426","20097800","200978","0",2,Olleros 2283,Olleros 2283,Colegio Lincoln,Col Lincoln,4772-0108/4778-1997/4772-7469,bachillerato@colegiolincoln.com/vicedireccionprimaria@colegiolincoln.com,C1431,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,14,PALERMO,07 - HOSP PIROVANO,"1",101821.239445,106728.027771,Inicial Común - Primario Común - Secundario Común
"MULTIPOINT ((-58.4404246903455 -34.5711203137229))","201374","20012700","200127","0",2,3 de Febrero 760,3 de Febrero 760,Inst. Sta. María de Luján,I Sta María de Luján,4773-4125/0701,isml@isml.esc.edu.ar,C1426,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,14,PALERMO,07 - HOSP PIROVANO,"1",102044.110736,106500.199483,Inicial Común - Primario Común - Secundario Común
"MULTIPOINT ((-58.4365614716383 -34.5737456215655))","201406","20105200","201052","0",2,Concepción Arenal 2357,Concepción Arenal 2357,Colegio Corazón de Jesús,Col Corazón de Jesús,4771-0208,secundariacorazondejesus@hotmail.com - primariacorazondejesus@gmail.com,C1426,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,14,PALERMO,07 - HOSP PIROVANO,"1",102398.546571,106208.875248,Inicial Común - Primario Común - Secundario Común
"MULTIPOINT ((-58.4447467813613 -34.5751768765272))","201813","20105300","201053","0",2,Avda. Crámer 450,Avda. Crámer 450,Escuela del Sol,Esc del Sol,4553-6009/6351,info@escueladelsol.com.ar,C1426,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,13,COLEGIALES,07 - HOSP PIROVANO,"1",101647.410725,106050.262537,Inicial Común - Primario Común - Secundario Común
"MULTIPOINT ((-58.4443652338549 -34.5759573743222))","201415","20026400","200264","0",2,Avda. Jorge Newbery 2880,Avda. Jorge Newbery 2880,Inst. Virgen del Valle,I Virgen del Valle,4553-9715,institutovirgendelvalle@gmail.com,C1426,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,13,COLEGIALES,07 - HOSP PIROVANO,"1",101682.4063,105963.671465,Inicial Común - Primario Común - Secundario Común
"MULTIPOINT ((-58.4202981389383 -34.5847356291214))","201380","20073900","200739","0",2,Armenia 2362,Armenia 2362,Colegio Integral Martín Buber,Col Integral M Buber,4831-6000,secundaria@buber.edu.ar/primaria@buber.edu.ar/jardin@buber.edu.ar,C1425,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,14,PALERMO,04 - HOSP FERNANDEZ,"1",103890.404843,104989.187762,Inicial Común - Primario Común - Secundario Común
"MULTIPOINT ((-58.4312673911891 -34.5919350620603))","201378","20073300","200733","0",2,Armenia 1322,Armenia 1322,Inst. Marie Manoogian,I Marie Manoogian,4773-2820,agbu_arg@fibertel.com.ar,C1414,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,14,PALERMO,04 - HOSP FERNANDEZ,"1",102883.718332,104190.882675,Inicial Común - Primario Común - Secundario Común
"MULTIPOINT ((-58.4208757057031 -34.5828844859779))","201411","20164400","201644","0",2,Gurruchaga 2444,Gurruchaga 2444,Inst. Centro de Eduación. Corporal,I Centro Educ. Corporal,4832-0408,isea@arnetbiz.com.ar,C1425,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,14,PALERMO,04 - HOSP FERNANDEZ,"1",103837.497711,105194.567341,Superior No Universitario Común
"MULTIPOINT ((-58.433720309007 -34.5911722757562))","201432","20081400","200814","0",2,Serrano 1261,Serrano 1261,Inst. Esteban Agustín Gascón,I E A Gascón,4772-7087,contacto@institutogascon.com.ar,C1414,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,PriCom,Nivel Primario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,14,PALERMO,04 - HOSP FERNANDEZ,"1",102658.70485,104275.570205,Primario Común
"MULTIPOINT ((-58.4545207031059 -34.5685936588941))","201422","20021700","200217","0",2,Moldes 1469 / 87,Moldes 1469,Inst. San Mateo,I San Mateo,4783-1110,junior@smc.edu.ar/senior@smc.edu.ar,C1426,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,13,COLEGIALES,07 - HOSP PIROVANO,"1",100750.602038,106780.689571,Inicial Común - Primario Común - Secundario Común
"MULTIPOINT ((-58.4192296386533 -34.5864465096409))","201401","20012300","200123","0",2,Charcas 3949,Charcas 3949,Colegio de los Niños,Col de los Niños,4833-2607/4832-4545/47/2809,primaria@childrens-boston.com.ar,C1425,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,14,PALERMO,04 - HOSP FERNANDEZ,"1",103988.358873,104799.348636,Inicial Común - Primario Común - Secundario Común
"MULTIPOINT ((-58.4266629384022 -34.5852152060071))","201438","20072900","200729","0",2,Thames 2037,Thames 2037 / 41,Inst. Palermo Chico,I Palermo Chico,4774-3975,contacto@colegiopalermochico.edu.ar,C1425,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,14,PALERMO,04 - HOSP FERNANDEZ,"1",103306.410336,104936.212556,Inicial Común - Primario Común - Secundario Común
"MULTIPOINT ((-58.437157371769 -34.568382125674))","201390","20098000","200980","0",2,Avda. Luis M. Campos 889,Avda. Luis M. Campos 889,Escuela del Caminante,Esc del Caminante,4771-2736,info@escueladelcaminante.com.ar,C1426,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SecCom,Nivel Secundario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,14,PALERMO,04 - HOSP FERNANDEZ,"1",102344.015569,106803.889997,Secundario Común
"MULTIPOINT ((-58.4239723235715 -34.5815186333054))","200459","20302807","203028","7",1,Güemes 4610,Güemes 4610,ESEA en Danza Ramicone Curso Vocacional de Folklore N° 09,CV Folk 09,4773-4747/4642-5554 INT 103,vocacionales2010@yahoo.com.ar,"1425",http://www.buenosaires.gob.ar/areas/educacion/niveles/art/?menu_id=9765,OSECom,Otros Servicios Educativos de la modalidad Común,ESEA,Escuela Superior de Educación Artística,Dirección de Educación Artística,"1",9,14,PALERMO,04 - HOSP FERNANDEZ,"1",103553.43234,105346.202196,Otros Servicios Educativos de la modalidad Común
"MULTIPOINT ((-58.4412765134675 -34.5831844193504))","201417","20019000","200190","0",2,José Antonio Cabrera 5901,José Antonio Cabrera 5901,Colegio San Francisco Javier,Col San Francisco Javier,4777-5011/12/13,informes@colegiosanjavier.com.ar,C1414,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,14,PALERMO,04 - HOSP FERNANDEZ,"1",101965.65854,105161.880501,Inicial Común - Primario Común - Secundario Común
"MULTIPOINT ((-58.4308874993461 -34.5710340164308))","201377","20020100","200201","0",2,Arce 334,Arce 334,Colegio del Arce,Col del Arce,4772-1902,colegio@colegiodelarce.edu.ar,C1426,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,14,PALERMO,04 - HOSP FERNANDEZ,"1",102919.301409,106509.538493,Inicial Común - Primario Común - Secundario Común
"MULTIPOINT ((-58.4367897781862 -34.5905124282082))","201441","20022500","200225","0",2,Uriarte 1152,Uriarte 1152 / 54,Colegio Uriarte,Col Uriarte,4773-9036/2477,info@colegiouriarte.com.ar,C1414,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom,Nivel Inicial y Primario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,15,VILLA CRESPO,03 - HOSP DURAND,"1",102377.119083,104348.847375,Inicial Común - Primario Común
"MULTIPOINT ((-58.4668907054556 -34.5676232208274))","201532","20297100","202971","0",2,Superi 2132,Superi 2132,Jardín de Infantes ABC,JI  ABC,4544-5761,abc_kindegarten@hotmail.com,C1430,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/riae.php?menu_id=23314,OSECom,Otros Servicios Educativos de la modalidad Común,RIEA,Instituto Educativo Asistencial no Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10,13,BELGRANO,07 - HOSP PIROVANO,"1",99615.4205123,106888.367723,Otros Servicios Educativos de la modalidad Común
"MULTIPOINT ((-58.4374460498558 -34.5931547302641))","201433","20101000","201010","0",2,Serrano 930,Serrano 930 / 46,Inst. Ecos,I Ecos,4777-1502/4773-0711,secretaria@colegioecos.com,C1414,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SecCom,Nivel Secundario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,15,VILLA CRESPO,03 - HOSP DURAND,"1",102316.836445,104055.737196,Secundario Común
"MULTIPOINT ((-58.4264820153928 -34.587034997741))","201424","20012500","200125","0",2,Nicaragua 4739,Nicaragua 4739,Inst. Amapola,I Amapola,4831-7596,primaria@amapola.esc.edu.ar,C1414,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,PriCom,Nivel Primario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,14,PALERMO,04 - HOSP FERNANDEZ,"1",103322.937635,104734.327057,Primario Común
"MULTIPOINT ((-58.4155368844258 -34.5803186372099))","201418","20131400","201314","0",2,Juan María Gutiérrez 3972,Juan María Gutiérrez 3972,Asociación Comunidad Israelita Sefaradí Argentina,A C Israelita Sefaradí  Arg,4804-8918,primariasecretaria@yeshuruntora.edu.ar,C1425,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,14,PALERMO,04 - HOSP FERNANDEZ,"1",104327.482753,105478.995018,Inicial Común - Primario Común - Secundario Común
"MULTIPOINT ((-58.4510913491862 -34.5745327281899))","201419","20149000","201490","0",2,Zapiola 955,Zapiola 955,La Escuela del Arbol,La Escuela del Arbol,4551-5630,infolaescueladelarbol@gmail.com,C1426,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom,Nivel Inicial y Primario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,13,COLEGIALES,07 - HOSP PIROVANO,"1",101065.233096,106121.806567,Inicial Común - Primario Común
"MULTIPOINT ((-58.4490098432421 -34.5789158787827))","201427","20209300","202093","0",2,Olleros 3257,Olleros 3257,Colegio Stanford,Col Stanford,4552-6274/4556-6513,nivelprimario@colegiostanfordba.edu.ar / kinder@colegiostanfordba.edu.ar,C1426,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom,Nivel Inicial y Primario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,13,COLEGIALES,07 - HOSP PIROVANO,"1",101256.170343,105635.536291,Inicial Común - Primario Común
"MULTIPOINT ((-58.441189494749 -34.5741158782877))","201397","20178600","201786","0",2,Tte. Benjamín Matienzo 2571,Tte. Benjamín Matienzo 2571,Centro de Investigación Cinematográfica,C I Cinematográfica,4553-2775/5120,secretaria@cic.edu.ar,C1426,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,14,PALERMO,07 - HOSP PIROVANO,"1",101973.857079,106167.900915,Superior No Universitario Común
"MULTIPOINT ((-58.4330772476865 -34.5912201854628))","201405","20178500","201785","0",2,Cnel. Niceto Vega 4950,Cnel. Niceto Vega 4950,El Jardín de los Cerezos,El Jardín de los Cerezos,4773-0944,eljardindeloscerezos@gmail.com,C1414,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom,Nivel Inicial Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,14,PALERMO,04 - HOSP FERNANDEZ,"1",102717.700136,104270.238183,Inicial Común
"MULTIPOINT ((-58.4449600068919 -34.5761809064727))","201416","20173600","201736","0",2,Avda. Jorge Newbery 2909,Avda. Jorge Newbery 2950,La Escuelita,La Escuelita,4553-1927,institutolaescuelita@gmail.com,C1426,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom,Nivel Inicial y Primario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,13,COLEGIALES,07 - HOSP PIROVANO,"1",101627.825301,105938.8836,Inicial Común - Primario Común
"MULTIPOINT ((-58.4223352244883 -34.581548559109))","201408","20195700","201957","0",2,Thames 2472,Thames 2472,Colegio Bilingüe Armonía S.R.L.,Col Bilingüe Armonía,4774-8688,info@colegioarmonia.com.ar,C1425,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,PriCom,Nivel Primario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",9,14,PALERMO,04 - HOSP FERNANDEZ,"1",103703.641969,105342.823518,Primario Común
